id,timestamp,sensor,t,h
36173,2024-11-29 00:57:59.403083+00,flora-d4-interno,22.8,39.7
36460,2024-11-29 01:07:36.729895+00,flora-d22-esquina,22.9,42.7
36608,2024-11-29 01:21:33.242895+00,secado-d4,25,43
29224,2024-11-28 19:29:35.309941+00,flora-d22-esquina,25,47.3
29407,2024-11-28 19:38:14.918694+00,flora-d22-esquina,24.6,50.6
29694,2024-11-28 19:47:54.29007+00,secado-d4,24.9,41
29981,2024-11-28 20:00:18.848835+00,flora-d4-interno,22.2,58.6
30451,2024-11-28 20:23:35.785549+00,flora-d22-esquina,24.7,51.5
30738,2024-11-28 20:38:06.834352+00,flora-d4-interno,25,43
31025,2024-11-28 20:52:32.590308+00,flora-d4-interno,24.9,43
31312,2024-11-28 21:06:58.447191+00,flora-d4-interno,25,43.9
31599,2024-11-28 21:21:24.213089+00,flora-d4-interno,25,43.2
31993,2024-11-28 21:41:07.266271+00,flora-d4-interno,25.1,43
32280,2024-11-28 21:55:33.251733+00,flora-d22-esquina,24.6,51
32567,2024-11-28 22:10:04.932378+00,flora-d22-esquina,24.4,57.7
32854,2024-11-28 22:24:36.282047+00,flora-d22-esquina,24.9,48.2
33141,2024-11-28 22:39:13.355755+00,flora-d4-interno,24.9,43.9
33428,2024-11-28 22:53:39.553287+00,flora-d22-esquina,25.3,47.7
33837,2024-11-28 23:14:03.044307+00,flora-d4-interno,24.8,42.4
34124,2024-11-28 23:28:28.969099+00,flora-d22-esquina,25.2,46.4
34411,2024-11-28 23:43:00.084236+00,flora-d4-interno,24.5,42.5
34698,2024-11-28 23:56:22.931925+00,flora-d22-esquina,25,51.6
34985,2024-11-29 00:10:48.433335+00,flora-d22-esquina,24.1,59
35272,2024-11-29 00:24:04.617951+00,flora-d4-interno,23.2,41.4
35559,2024-11-29 00:33:51.723815+00,secado-d4,24.9,43
35871,2024-11-29 00:46:12.567665+00,flora-d22-esquina,23.1,43
36174,2024-11-29 00:57:59.789471+00,flora-d22-esquina,23,43.2
36461,2024-11-29 01:07:40.122969+00,secado-d4,24.9,43
36609,2024-11-29 01:21:36.850504+00,flora-d4-interno,22.5,39.5
29225,2024-11-28 19:29:40.689265+00,flora-d4-interno,25,42.4
29408,2024-11-28 19:38:18.680815+00,secado-d4,24.9,41
29695,2024-11-28 19:47:57.342978+00,flora-d4-interno,22.3,55.4
29982,2024-11-28 20:00:19.229526+00,flora-d22-esquina,23.8,62.3
30452,2024-11-28 20:23:41.165862+00,flora-d4-interno,24.6,45.6
30739,2024-11-28 20:38:07.219788+00,flora-d22-esquina,24.9,48.9
31026,2024-11-28 20:52:32.977098+00,flora-d22-esquina,24.9,48.4
31313,2024-11-28 21:06:58.833457+00,flora-d22-esquina,25,48.9
31600,2024-11-28 21:21:24.601713+00,flora-d22-esquina,25.1,48.9
31994,2024-11-28 21:41:07.646372+00,flora-d22-esquina,25.1,48.1
32281,2024-11-28 21:55:38.640118+00,flora-d4-interno,23.2,48.2
32568,2024-11-28 22:10:10.318314+00,flora-d4-interno,22.3,55.2
32855,2024-11-28 22:24:41.669282+00,flora-d4-interno,24.6,43.6
33142,2024-11-28 22:39:13.740779+00,flora-d22-esquina,25.3,48.7
33429,2024-11-28 22:53:44.94262+00,flora-d4-interno,24.9,42.9
33838,2024-11-28 23:14:03.432617+00,flora-d22-esquina,25.3,46.7
34125,2024-11-28 23:28:34.358392+00,flora-d4-interno,24.6,42.5
34412,2024-11-28 23:43:00.463417+00,flora-d22-esquina,25.1,46.3
34699,2024-11-28 23:56:28.312888+00,flora-d4-interno,23.5,49.8
34986,2024-11-29 00:10:53.821857+00,flora-d4-interno,22.2,56.9
35273,2024-11-29 00:24:05.004799+00,flora-d22-esquina,23.5,45.4
35560,2024-11-29 00:33:53.017811+00,flora-d4-interno,23.1,40.1
35872,2024-11-29 00:46:13.25027+00,secado-d4,24.9,43
36175,2024-11-29 00:58:04.486046+00,secado-d4,24.9,43
36462,2024-11-29 01:07:42.110958+00,flora-d4-interno,22.7,39.6
36610,2024-11-29 01:21:37.23794+00,flora-d22-esquina,22.7,43
29226,2024-11-28 19:29:41.075244+00,flora-d22-esquina,25,47.8
29409,2024-11-28 19:38:20.3005+00,flora-d4-interno,23.7,47.3
29696,2024-11-28 19:47:57.723047+00,flora-d22-esquina,24,58.1
29983,2024-11-28 20:00:24.618618+00,flora-d4-interno,22.2,58.9
30453,2024-11-28 20:23:41.554821+00,flora-d22-esquina,24.7,52.1
30740,2024-11-28 20:38:12.599279+00,flora-d4-interno,25,43.2
31027,2024-11-28 20:52:38.365389+00,flora-d4-interno,24.9,43
31314,2024-11-28 21:07:04.221321+00,flora-d4-interno,25,44.1
31601,2024-11-28 21:21:29.981475+00,flora-d4-interno,25,43.3
31995,2024-11-28 21:41:13.034315+00,flora-d4-interno,25,42.9
32282,2024-11-28 21:55:39.026922+00,flora-d22-esquina,24.6,51.6
32569,2024-11-28 22:10:10.705141+00,flora-d22-esquina,24.4,57.6
32856,2024-11-28 22:24:42.057063+00,flora-d22-esquina,24.9,48.3
33143,2024-11-28 22:39:19.121912+00,flora-d4-interno,24.9,44.1
33430,2024-11-28 22:53:45.329653+00,flora-d22-esquina,25.4,48.8
33839,2024-11-28 23:14:08.821775+00,flora-d4-interno,24.8,42.6
34126,2024-11-28 23:28:34.745211+00,flora-d22-esquina,25.2,46.5
34413,2024-11-28 23:43:05.843774+00,flora-d4-interno,24.5,42.6
34700,2024-11-28 23:56:28.696864+00,flora-d22-esquina,25.1,51.8
34987,2024-11-29 00:10:54.211283+00,flora-d22-esquina,24.1,59
35274,2024-11-29 00:24:10.393838+00,flora-d4-interno,23.2,41.3
35561,2024-11-29 00:33:53.405723+00,flora-d22-esquina,23.4,43.5
36176,2024-11-29 00:58:05.176793+00,flora-d4-interno,22.8,39.7
36463,2024-11-29 01:07:42.498058+00,flora-d22-esquina,22.9,42.9
36611,2024-11-29 01:21:38.628008+00,secado-d4,24.9,43
29227,2024-11-28 19:29:46.463396+00,flora-d4-interno,25,42.4
29410,2024-11-28 19:38:20.68239+00,flora-d22-esquina,24.6,51
29697,2024-11-28 19:48:03.110909+00,flora-d4-interno,22.3,55.4
29984,2024-11-28 20:00:24.998778+00,flora-d22-esquina,23.8,62.4
30454,2024-11-28 20:23:46.942663+00,flora-d4-interno,24.6,45.5
30741,2024-11-28 20:38:12.983407+00,flora-d22-esquina,24.9,49.2
31028,2024-11-28 20:52:38.753262+00,flora-d22-esquina,24.9,48.8
31315,2024-11-28 21:07:04.605349+00,flora-d22-esquina,25.1,48.4
31602,2024-11-28 21:21:30.362061+00,flora-d22-esquina,25.1,49.7
31996,2024-11-28 21:41:13.422169+00,flora-d22-esquina,25.1,47.7
32283,2024-11-28 21:55:44.41088+00,flora-d4-interno,23.2,48.5
32570,2024-11-28 22:10:16.446888+00,flora-d22-esquina,24.4,57.4
32857,2024-11-28 22:24:47.436793+00,flora-d4-interno,24.6,43.6
33144,2024-11-28 22:39:19.507834+00,flora-d22-esquina,25.3,49.4
33431,2024-11-28 22:53:50.718613+00,flora-d4-interno,24.9,43.1
33840,2024-11-28 23:14:09.203318+00,flora-d22-esquina,25.3,47.1
34127,2024-11-28 23:28:40.135548+00,flora-d4-interno,24.6,42.5
34414,2024-11-28 23:43:06.230858+00,flora-d22-esquina,25.1,46.2
34701,2024-11-28 23:56:34.077948+00,flora-d4-interno,23.4,50
34988,2024-11-29 00:10:59.599663+00,flora-d4-interno,22.2,56.9
35275,2024-11-29 00:24:10.780769+00,flora-d22-esquina,23.4,45.5
35562,2024-11-29 00:33:57.113954+00,secado-d4,24.9,43
36177,2024-11-29 00:58:05.565973+00,flora-d22-esquina,23,43.1
36464,2024-11-29 01:07:45.507852+00,secado-d4,24.9,43
36612,2024-11-29 01:21:42.625198+00,flora-d4-interno,22.5,39.6
29228,2024-11-28 19:29:46.844061+00,flora-d22-esquina,25,47.5
29411,2024-11-28 19:38:24.066837+00,secado-d4,24.9,41
29698,2024-11-28 19:48:03.497897+00,flora-d22-esquina,24,58.4
29985,2024-11-28 20:00:30.380608+00,flora-d4-interno,22.2,58.6
30455,2024-11-28 20:23:47.322774+00,flora-d22-esquina,24.7,51.3
30742,2024-11-28 20:38:18.363326+00,flora-d4-interno,25,43.2
31029,2024-11-28 20:52:44.141257+00,flora-d4-interno,24.9,43
31316,2024-11-28 21:07:09.992411+00,flora-d4-interno,25,43.8
31603,2024-11-28 21:21:35.748215+00,flora-d4-interno,25,43.4
31997,2024-11-28 21:41:18.80918+00,flora-d4-interno,25,42.9
32284,2024-11-28 21:55:44.797521+00,flora-d22-esquina,24.6,51.2
32571,2024-11-28 22:10:21.835786+00,flora-d4-interno,22.3,54.9
32858,2024-11-28 22:24:47.817147+00,flora-d22-esquina,24.8,48.7
33145,2024-11-28 22:39:24.894879+00,flora-d4-interno,24.9,44
33432,2024-11-28 22:53:51.105799+00,flora-d22-esquina,25.4,47.8
33841,2024-11-28 23:14:14.59077+00,flora-d4-interno,24.8,42.7
34128,2024-11-28 23:28:40.516165+00,flora-d22-esquina,25.1,46.1
34415,2024-11-28 23:43:11.610236+00,flora-d4-interno,24.5,42.6
34702,2024-11-28 23:56:34.464967+00,flora-d22-esquina,25.1,51.6
34989,2024-11-29 00:10:59.985537+00,flora-d22-esquina,24,59.2
35276,2024-11-29 00:24:16.168674+00,flora-d4-interno,23.2,41.2
35563,2024-11-29 00:33:58.791942+00,flora-d4-interno,23.1,40
36178,2024-11-29 00:58:09.872888+00,secado-d4,24.9,43
36465,2024-11-29 01:07:47.878852+00,flora-d4-interno,22.7,39.6
36613,2024-11-29 01:21:43.013129+00,flora-d22-esquina,22.8,43
29229,2024-11-28 19:29:52.232431+00,flora-d4-interno,25,42.5
29412,2024-11-28 19:38:26.071178+00,flora-d4-interno,23.6,47.6
29699,2024-11-28 19:48:05.025925+00,secado-d4,24.8,41
29986,2024-11-28 20:00:30.761839+00,flora-d22-esquina,23.9,62
30456,2024-11-28 20:23:52.703879+00,flora-d4-interno,24.5,45.4
30743,2024-11-28 20:38:18.750314+00,flora-d22-esquina,24.9,48.2
31030,2024-11-28 20:52:44.521579+00,flora-d22-esquina,24.9,48.1
31317,2024-11-28 21:07:10.379475+00,flora-d22-esquina,25.1,48.6
31604,2024-11-28 21:21:36.13626+00,flora-d22-esquina,25.1,48.9
31998,2024-11-28 21:41:19.195877+00,flora-d22-esquina,25.1,47.6
32285,2024-11-28 21:55:50.178753+00,flora-d4-interno,23.2,48.7
32572,2024-11-28 22:10:22.224762+00,flora-d22-esquina,24.4,57.1
32859,2024-11-28 22:24:53.204118+00,flora-d4-interno,24.6,43.5
33146,2024-11-28 22:39:25.282772+00,flora-d22-esquina,25.3,48.5
33433,2024-11-28 22:53:56.490343+00,flora-d4-interno,24.9,43.1
33842,2024-11-28 23:14:14.978811+00,flora-d22-esquina,25.3,46.5
34129,2024-11-28 23:28:45.89736+00,flora-d4-interno,24.6,42.3
34416,2024-11-28 23:43:11.999971+00,flora-d22-esquina,25.1,46.1
34703,2024-11-28 23:56:39.846784+00,flora-d4-interno,23.5,50.1
34990,2024-11-29 00:11:05.367636+00,flora-d4-interno,22.2,56.9
35277,2024-11-29 00:24:16.555019+00,flora-d22-esquina,23.5,45.7
35564,2024-11-29 00:33:59.178648+00,flora-d22-esquina,23.3,43.5
36179,2024-11-29 00:58:10.946031+00,flora-d4-interno,22.8,39.7
36466,2024-11-29 01:07:48.259087+00,flora-d22-esquina,22.9,42.8
36614,2024-11-29 01:21:44.016782+00,secado-d4,24.9,43
29230,2024-11-28 19:29:52.621114+00,flora-d22-esquina,25,47.1
29413,2024-11-28 19:38:26.459083+00,flora-d22-esquina,24.6,50.7
29700,2024-11-28 19:48:08.884236+00,flora-d4-interno,22.3,55.5
29987,2024-11-28 20:00:36.147926+00,flora-d4-interno,22.2,58
30457,2024-11-28 20:23:53.083878+00,flora-d22-esquina,24.7,51.2
30744,2024-11-28 20:38:24.12909+00,flora-d4-interno,25,43.1
31031,2024-11-28 20:52:49.90926+00,flora-d4-interno,24.9,43
31318,2024-11-28 21:07:15.767935+00,flora-d4-interno,25,43.8
31605,2024-11-28 21:21:41.522429+00,flora-d4-interno,25,43.2
31999,2024-11-28 21:41:24.584154+00,flora-d4-interno,25.1,43
32286,2024-11-28 21:55:50.566005+00,flora-d22-esquina,24.6,51.2
32573,2024-11-28 22:10:27.613352+00,flora-d4-interno,22.3,54.5
32860,2024-11-28 22:24:53.584362+00,flora-d22-esquina,24.8,49.1
33147,2024-11-28 22:39:30.670818+00,flora-d4-interno,24.9,43.9
33434,2024-11-28 22:53:56.87778+00,flora-d22-esquina,25.4,47.1
33843,2024-11-28 23:14:20.368825+00,flora-d4-interno,24.8,43.2
34130,2024-11-28 23:28:46.278066+00,flora-d22-esquina,25.2,46.1
34417,2024-11-28 23:43:17.379999+00,flora-d4-interno,24.5,42.5
34704,2024-11-28 23:56:40.231113+00,flora-d22-esquina,25,51.6
34991,2024-11-29 00:11:05.754689+00,flora-d22-esquina,24.1,59.1
35278,2024-11-29 00:24:20.28067+00,secado-d4,24.9,43
35565,2024-11-29 00:34:02.500691+00,secado-d4,24.9,43
36180,2024-11-29 00:58:11.325946+00,flora-d22-esquina,23,43
36467,2024-11-29 01:07:50.891964+00,secado-d4,24.9,43
36615,2024-11-29 01:21:48.393953+00,flora-d4-interno,22.5,39.7
29231,2024-11-28 19:29:58.002478+00,flora-d4-interno,25,42.3
29414,2024-11-28 19:38:29.448822+00,secado-d4,24.9,41
29701,2024-11-28 19:48:09.264704+00,flora-d22-esquina,24,58.5
29988,2024-11-28 20:00:36.531587+00,flora-d22-esquina,23.9,62
30458,2024-11-28 20:23:58.471591+00,flora-d4-interno,24.6,45.4
30745,2024-11-28 20:38:24.508453+00,flora-d22-esquina,24.9,48.5
31032,2024-11-28 20:52:50.307198+00,flora-d22-esquina,24.9,48
31319,2024-11-28 21:07:16.156279+00,flora-d22-esquina,25,48.5
31606,2024-11-28 21:21:41.904713+00,flora-d22-esquina,25.1,48.5
32000,2024-11-28 21:41:24.971144+00,flora-d22-esquina,25.1,47.5
32287,2024-11-28 21:55:55.953957+00,flora-d4-interno,23.2,48.5
32574,2024-11-28 22:10:27.993459+00,flora-d22-esquina,24.4,57.7
32861,2024-11-28 22:24:58.972054+00,flora-d4-interno,24.6,43.5
33148,2024-11-28 22:39:31.055489+00,flora-d22-esquina,25.3,48.5
33435,2024-11-28 22:54:02.254778+00,flora-d4-interno,24.9,43.1
33844,2024-11-28 23:14:20.75669+00,flora-d22-esquina,25.3,46.8
34131,2024-11-28 23:28:51.667111+00,flora-d4-interno,24.6,42.4
34418,2024-11-28 23:43:17.769094+00,flora-d22-esquina,25.1,46.1
34705,2024-11-28 23:56:45.616907+00,flora-d4-interno,23.4,50.1
34992,2024-11-29 00:11:11.136689+00,flora-d4-interno,22.2,56.8
35279,2024-11-29 00:24:21.936726+00,flora-d4-interno,23.2,41.3
35566,2024-11-29 00:34:04.564585+00,flora-d4-interno,23.1,40.1
36181,2024-11-29 00:58:15.256942+00,secado-d4,24.9,42
36468,2024-11-29 01:07:53.639963+00,flora-d4-interno,22.7,39.6
36616,2024-11-29 01:21:48.778209+00,flora-d22-esquina,22.7,43.1
29232,2024-11-28 19:29:58.390846+00,flora-d22-esquina,25,46.6
29415,2024-11-28 19:38:31.84207+00,flora-d4-interno,23.6,47.8
29702,2024-11-28 19:48:10.414688+00,secado-d4,24.9,41
29989,2024-11-28 20:00:41.919748+00,flora-d4-interno,22.2,57.9
30459,2024-11-28 20:23:58.859868+00,flora-d22-esquina,24.7,51.8
30746,2024-11-28 20:38:29.895787+00,flora-d4-interno,25,43.1
31033,2024-11-28 20:52:55.693194+00,flora-d4-interno,24.9,43
31320,2024-11-28 21:07:21.54332+00,flora-d4-interno,25,43.9
31607,2024-11-28 21:21:47.292799+00,flora-d4-interno,25,43.1
32001,2024-11-28 21:41:30.354499+00,flora-d4-interno,25,43
32288,2024-11-28 21:55:56.340019+00,flora-d22-esquina,24.5,51.2
32575,2024-11-28 22:10:33.374432+00,flora-d4-interno,22.3,54.8
32862,2024-11-28 22:24:59.360223+00,flora-d22-esquina,24.8,48.4
33149,2024-11-28 22:39:36.442859+00,flora-d4-interno,24.9,43.9
33436,2024-11-28 22:54:02.641884+00,flora-d22-esquina,25.4,47.8
33845,2024-11-28 23:14:26.144593+00,flora-d4-interno,24.8,42.8
34132,2024-11-28 23:28:52.054003+00,flora-d22-esquina,25.1,46
34419,2024-11-28 23:43:23.156159+00,flora-d4-interno,24.5,42.5
34706,2024-11-28 23:56:46.002829+00,flora-d22-esquina,25,51.5
34993,2024-11-29 00:11:11.518568+00,flora-d22-esquina,24,59.2
35280,2024-11-29 00:24:22.324939+00,flora-d22-esquina,23.5,45.8
35567,2024-11-29 00:34:04.950815+00,flora-d22-esquina,23.3,43.7
36182,2024-11-29 00:58:16.707201+00,flora-d4-interno,22.8,39.7
36469,2024-11-29 01:07:54.021631+00,flora-d22-esquina,22.9,43.2
36617,2024-11-29 01:21:49.404063+00,secado-d4,24.9,43
29233,2024-11-28 19:30:03.779073+00,flora-d4-interno,25,42.3
29416,2024-11-28 19:38:32.224988+00,flora-d22-esquina,24.5,51
29703,2024-11-28 19:48:14.652027+00,flora-d4-interno,22.3,55.6
29990,2024-11-28 20:00:42.306945+00,flora-d22-esquina,23.8,62
30460,2024-11-28 20:24:04.240805+00,flora-d4-interno,24.6,45.9
30747,2024-11-28 20:38:30.283756+00,flora-d22-esquina,24.9,48.4
31034,2024-11-28 20:52:56.080217+00,flora-d22-esquina,24.9,48.3
31321,2024-11-28 21:07:21.927377+00,flora-d22-esquina,25.1,48.5
31608,2024-11-28 21:21:47.681187+00,flora-d22-esquina,25.1,48.7
32002,2024-11-28 21:41:30.741218+00,flora-d22-esquina,25,47.6
32289,2024-11-28 21:56:01.727815+00,flora-d4-interno,23.1,48.2
32576,2024-11-28 22:10:33.762122+00,flora-d22-esquina,24.4,57.7
32863,2024-11-28 22:25:04.73966+00,flora-d4-interno,24.6,43.5
33150,2024-11-28 22:39:36.829802+00,flora-d22-esquina,25.3,48.4
33437,2024-11-28 22:54:08.025729+00,flora-d4-interno,24.9,42.9
33846,2024-11-28 23:14:26.531072+00,flora-d22-esquina,25.3,46.6
34133,2024-11-28 23:28:57.44027+00,flora-d4-interno,24.6,42.5
34420,2024-11-28 23:43:23.537897+00,flora-d22-esquina,25.1,46.3
34707,2024-11-28 23:56:51.388431+00,flora-d4-interno,23.4,50.2
34994,2024-11-29 00:11:16.904813+00,flora-d4-interno,22.2,56.9
35281,2024-11-29 00:24:25.669311+00,secado-d4,24.9,42
35568,2024-11-29 00:34:07.885874+00,secado-d4,24.9,43
36183,2024-11-29 00:58:17.087117+00,flora-d22-esquina,23,42.9
36470,2024-11-29 01:07:56.276446+00,secado-d4,24.9,43
36618,2024-11-29 01:21:54.165232+00,flora-d4-interno,22.5,39.6
29234,2024-11-28 19:30:04.166989+00,flora-d22-esquina,25,46.7
29417,2024-11-28 19:38:34.831073+00,secado-d4,24.9,41
29704,2024-11-28 19:48:15.033431+00,flora-d22-esquina,24,58.3
29991,2024-11-28 20:00:47.696942+00,flora-d4-interno,22.2,58.2
30461,2024-11-28 20:24:04.621005+00,flora-d22-esquina,24.7,52.4
30748,2024-11-28 20:38:35.670457+00,flora-d4-interno,25,43.3
31035,2024-11-28 20:53:01.460799+00,flora-d4-interno,24.9,43
31322,2024-11-28 21:07:27.312228+00,flora-d4-interno,25,43.9
31609,2024-11-28 21:21:53.415268+00,flora-d22-esquina,25.1,48.7
32003,2024-11-28 21:41:36.123583+00,flora-d4-interno,25,42.9
32290,2024-11-28 21:56:02.108061+00,flora-d22-esquina,24.5,51.3
32577,2024-11-28 22:10:39.151206+00,flora-d4-interno,22.2,55.3
32864,2024-11-28 22:25:05.120436+00,flora-d22-esquina,24.8,48.1
33151,2024-11-28 22:39:42.210811+00,flora-d4-interno,24.9,44
33438,2024-11-28 22:54:08.405666+00,flora-d22-esquina,25.4,47.9
33847,2024-11-28 23:14:31.912776+00,flora-d4-interno,24.8,42.7
34134,2024-11-28 23:28:57.827188+00,flora-d22-esquina,25.2,46.4
34421,2024-11-28 23:43:28.92219+00,flora-d4-interno,24.5,42.6
34708,2024-11-28 23:56:51.774633+00,flora-d22-esquina,25,51.5
34995,2024-11-29 00:11:17.291725+00,flora-d22-esquina,24,59.1
35282,2024-11-29 00:24:27.709575+00,flora-d4-interno,23.2,41.2
35569,2024-11-29 00:34:10.337802+00,flora-d4-interno,23.1,40.2
36184,2024-11-29 00:58:20.64297+00,secado-d4,24.9,43
36471,2024-11-29 01:07:59.409039+00,flora-d4-interno,22.6,39.8
36619,2024-11-29 01:21:54.552941+00,flora-d22-esquina,22.8,42.7
29235,2024-11-28 19:30:09.553998+00,flora-d4-interno,25,42.4
29418,2024-11-28 19:38:37.609888+00,flora-d4-interno,23.6,47.7
29705,2024-11-28 19:48:20.421667+00,flora-d4-interno,22.3,55.4
29992,2024-11-28 20:00:48.085261+00,flora-d22-esquina,23.9,62.3
30462,2024-11-28 20:24:10.008987+00,flora-d4-interno,24.5,45.5
30749,2024-11-28 20:38:36.056364+00,flora-d22-esquina,24.9,48.4
31036,2024-11-28 20:53:01.848365+00,flora-d22-esquina,24.9,48.4
31323,2024-11-28 21:07:27.692216+00,flora-d22-esquina,25.1,48.7
31610,2024-11-28 21:21:58.795247+00,flora-d4-interno,25,43.3
32004,2024-11-28 21:41:36.503034+00,flora-d22-esquina,25.1,47.6
32291,2024-11-28 21:56:07.494954+00,flora-d4-interno,23.1,48.5
32578,2024-11-28 22:10:39.531805+00,flora-d22-esquina,24.4,57.3
32865,2024-11-28 22:25:10.506619+00,flora-d4-interno,24.6,43.6
33152,2024-11-28 22:39:42.590838+00,flora-d22-esquina,25.3,48.2
33439,2024-11-28 22:54:14.136834+00,flora-d22-esquina,25.4,47.8
33848,2024-11-28 23:14:32.296951+00,flora-d22-esquina,25.3,46.7
34135,2024-11-28 23:29:03.208974+00,flora-d4-interno,24.6,42.5
34422,2024-11-28 23:43:29.310253+00,flora-d22-esquina,25.1,46.3
34709,2024-11-28 23:56:57.16014+00,flora-d4-interno,23.4,50.4
34996,2024-11-29 00:11:22.680599+00,flora-d4-interno,22.1,57
35283,2024-11-29 00:24:28.089545+00,flora-d22-esquina,23.5,45.3
35570,2024-11-29 00:34:10.725257+00,flora-d22-esquina,23.4,43.7
36185,2024-11-29 00:58:22.467896+00,flora-d4-interno,22.8,39.6
36472,2024-11-29 01:07:59.79752+00,flora-d22-esquina,22.9,42.8
36620,2024-11-29 01:21:54.785052+00,secado-d4,24.9,43
29236,2024-11-28 19:30:09.941187+00,flora-d22-esquina,24.9,47.8
29419,2024-11-28 19:38:37.998679+00,flora-d22-esquina,24.5,51.1
29706,2024-11-28 19:48:20.808211+00,flora-d22-esquina,24,58.2
29993,2024-11-28 20:00:53.474214+00,flora-d4-interno,22.2,58.7
30463,2024-11-28 20:24:10.399137+00,flora-d22-esquina,24.7,51.8
30750,2024-11-28 20:38:41.442479+00,flora-d4-interno,25,43.3
31037,2024-11-28 20:53:07.233213+00,flora-d4-interno,24.9,42.9
31324,2024-11-28 21:07:33.081322+00,flora-d4-interno,25,43.7
31611,2024-11-28 21:21:59.183362+00,flora-d22-esquina,25.1,49.2
32005,2024-11-28 21:41:41.889553+00,flora-d4-interno,25,42.8
32292,2024-11-28 21:56:07.881802+00,flora-d22-esquina,24.5,51.7
32579,2024-11-28 22:10:44.912468+00,flora-d4-interno,22.2,55.6
32866,2024-11-28 22:25:10.893018+00,flora-d22-esquina,24.9,48.2
33153,2024-11-28 22:39:47.976608+00,flora-d4-interno,24.9,44
33440,2024-11-28 22:54:19.52084+00,flora-d4-interno,24.9,43.1
33849,2024-11-28 23:14:37.685982+00,flora-d4-interno,24.8,42.8
34136,2024-11-28 23:29:03.595308+00,flora-d22-esquina,25.1,46.4
34423,2024-11-28 23:43:34.697937+00,flora-d4-interno,24.5,42.7
34710,2024-11-28 23:56:57.542917+00,flora-d22-esquina,25.1,51.7
34997,2024-11-29 00:11:23.068668+00,flora-d22-esquina,24,59.4
35284,2024-11-29 00:24:31.049962+00,secado-d4,24.9,42
35571,2024-11-29 00:34:16.106598+00,flora-d4-interno,23.1,40.1
36186,2024-11-29 00:58:22.852984+00,flora-d22-esquina,23,42.9
36473,2024-11-29 01:08:05.178176+00,flora-d4-interno,22.7,39.6
36621,2024-11-29 01:21:59.934002+00,flora-d4-interno,22.5,39.5
29237,2024-11-28 19:30:15.329609+00,flora-d4-interno,25,42.3
29420,2024-11-28 19:38:40.213052+00,secado-d4,24.9,41
29707,2024-11-28 19:48:21.152389+00,secado-d4,24.8,41
29994,2024-11-28 20:00:53.861919+00,flora-d22-esquina,23.8,62
30464,2024-11-28 20:24:15.779922+00,flora-d4-interno,24.6,45.3
30751,2024-11-28 20:38:41.823295+00,flora-d22-esquina,24.9,49.2
31038,2024-11-28 20:53:07.620417+00,flora-d22-esquina,24.9,48.1
31325,2024-11-28 21:07:33.466154+00,flora-d22-esquina,25.1,48.9
31612,2024-11-28 21:22:04.563479+00,flora-d4-interno,25,43.1
32006,2024-11-28 21:41:42.270185+00,flora-d22-esquina,25.1,47.6
32293,2024-11-28 21:56:13.268759+00,flora-d4-interno,23.1,48.9
32580,2024-11-28 22:10:45.30142+00,flora-d22-esquina,24.5,56.8
32867,2024-11-28 22:25:16.281277+00,flora-d4-interno,24.6,43.5
33154,2024-11-28 22:39:48.363534+00,flora-d22-esquina,25.3,48.2
33441,2024-11-28 22:54:19.907644+00,flora-d22-esquina,25.4,48.4
33850,2024-11-28 23:14:38.073962+00,flora-d22-esquina,25.2,47
34137,2024-11-28 23:29:08.980209+00,flora-d4-interno,24.6,42.5
34424,2024-11-28 23:43:35.079154+00,flora-d22-esquina,25.1,45.9
34711,2024-11-28 23:57:02.928024+00,flora-d4-interno,23.4,50.6
34998,2024-11-29 00:11:28.456609+00,flora-d4-interno,22.1,57
35285,2024-11-29 00:24:33.47003+00,flora-d4-interno,23.2,41.1
35572,2024-11-29 00:34:16.486808+00,flora-d22-esquina,23.3,43.6
36187,2024-11-29 00:58:26.023102+00,secado-d4,24.9,43
36474,2024-11-29 01:08:05.56488+00,flora-d22-esquina,22.9,42.7
36622,2024-11-29 01:22:00.17305+00,secado-d4,25,43
29238,2024-11-28 19:30:15.716992+00,flora-d22-esquina,25,47.3
29421,2024-11-28 19:38:43.387068+00,flora-d4-interno,23.5,47.8
29708,2024-11-28 19:48:26.196019+00,flora-d4-interno,22.3,55.1
29995,2024-11-28 20:00:59.248156+00,flora-d4-interno,22.2,58.5
30465,2024-11-28 20:24:16.168249+00,flora-d22-esquina,24.7,51.5
30752,2024-11-28 20:38:47.2075+00,flora-d4-interno,25,43.2
31039,2024-11-28 20:53:13.009259+00,flora-d4-interno,25,43
31326,2024-11-28 21:07:38.848283+00,flora-d4-interno,25,43.7
31613,2024-11-28 21:22:04.946423+00,flora-d22-esquina,25.1,49.5
32007,2024-11-28 21:41:47.650057+00,flora-d4-interno,25,42.9
32294,2024-11-28 21:56:13.655919+00,flora-d22-esquina,24.6,51.7
32581,2024-11-28 22:10:50.689539+00,flora-d4-interno,22.3,55.7
32868,2024-11-28 22:25:16.669231+00,flora-d22-esquina,24.8,48.2
33155,2024-11-28 22:39:53.748885+00,flora-d4-interno,24.9,44
33442,2024-11-28 22:54:25.287606+00,flora-d4-interno,24.9,43
33851,2024-11-28 23:14:43.46281+00,flora-d4-interno,24.8,42.8
34138,2024-11-28 23:29:09.367957+00,flora-d22-esquina,25.1,46
34425,2024-11-28 23:43:40.458627+00,flora-d4-interno,24.5,42.6
